,user,time,x,y,z
383,1,2024-10-22 06:23:00,-1.834436,0.481701,-0.85519
384,1,2024-10-22 06:24:00,-0.762921,-1.072014,-0.582932
385,1,2024-10-22 06:25:00,-0.406523,-2.234455,-0.569339
386,1,2024-10-22 06:26:00,-0.644345,-1.462523,-0.531397
387,1,2024-10-22 06:27:00,-1.275761,-0.41021,-0.471994
388,1,2024-10-22 06:28:00,-1.154804,0.03513,-0.590292
389,1,2024-10-22 06:29:00,-0.708268,-0.110094,-0.624375
390,1,2024-10-22 06:30:00,-0.676854,-0.554122,-0.69943
391,1,2024-10-22 06:31:00,-0.563807,-0.907759,-0.806078
392,1,2024-10-22 06:32:00,-0.786496,-0.654316,-0.856028
393,1,2024-10-22 06:33:00,-0.744186,-0.511554,-0.630521
394,1,2024-10-22 06:34:00,-0.52954,-0.340237,-0.502123
395,1,2024-10-22 06:35:00,-0.313625,0.620315,-0.341612
396,1,2024-10-22 06:36:00,0.002435,0.833773,-0.183717
397,1,2024-10-22 06:37:00,0.188657,-0.069783,-0.028503
398,1,2024-10-22 06:38:00,0.534319,0.016119,0.300677
399,1,2024-10-22 06:39:00,1.406966,0.792756,0.862321
400,1,2024-10-22 06:40:00,2.11872,0.694184,1.451737
401,1,2024-10-22 06:41:00,2.606646,0.612391,1.769307
402,1,2024-10-22 06:42:00,3.04264,0.910707,1.914043
403,1,2024-10-22 06:43:00,2.16646,0.672558,1.490554
404,1,2024-10-22 06:44:00,2.134595,1.430024,1.504316
405,1,2024-10-22 06:45:00,1.804659,1.526312,1.420703
406,1,2024-10-22 06:46:00,1.607872,0.826524,1.300584
407,1,2024-10-22 06:47:00,2.14357,-0.451071,1.185254
408,1,2024-10-22 06:48:00,2.435198,-0.599018,1.433172
409,1,2024-10-22 06:49:00,2.135024,0.022265,1.902433
410,1,2024-10-22 06:50:00,1.959788,-0.208554,1.967734
411,1,2024-10-22 06:51:00,1.850014,-0.773257,2.089469
412,1,2024-10-22 06:52:00,1.728096,-1.721197,2.156061
413,1,2024-10-22 06:53:00,1.991727,-2.27458,2.053926
414,1,2024-10-22 06:54:00,2.073978,-2.258969,1.80879
415,1,2024-10-22 06:55:00,1.712282,-2.139117,1.454665
416,1,2024-10-22 06:56:00,1.162976,-1.766167,0.840395
417,1,2024-10-22 06:57:00,0.556937,-1.320088,0.10279
